code,corpname,title,link,description,pubDate
032600,애드모바일,"이인벤션, 신개념 AI 광고 솔루션 출시",http://www.kdpress.co.kr/news/articleView.html?idxno=121976,"<b>애드</b>테크는 광고(AD)와 기술(Technology)의 합성어로, 디지털∙<b>모바일</b>∙빅데이터 등 IT 기술을 적용한 광고를 의미하며, 기존의 광고 운영 방식에서 벗어나 IT 기술을 활용하여 더욱 정확하게 광고주와 광고매체, 광고대상을... ",2023-08-23 14:26:00
032600,애드모바일,"더 트레이드 데스크 (The Trade Desk), 2023년도 2분기 실적 발표",https://n.news.naver.com/mnews/article/029/0002820865?sid=105,"오픈패스는 이미 CTV, <b>모바일</b>, 디스플레이, 오디오에 걸쳐 11,000개 이상의 디지털 광고 인벤토리를... 매트릭스 <b>애드</b>테크 (SPARK Matrix™ for Ad Tech) 보고서에서 &apos;2023년 글로벌 <b>애드</b>테크 플랫폼 부문 리더&apos;로... ",2023-08-23 11:16:00
013650,데코,인테리어 상장기업 기업평판 우수기업 2023년 8월 발표,http://www.wsobi.com/news/articleView.html?idxno=211763,"주요제품은 창호, 바닥재, 솔리드서피스 등의 건축자재와 자동차소재/원단, 인테리 필름, <b>데코</b>필름... 한솔홈<b>데코</b>, 플래스크, 국보디자인 , 이건산업, 이건홀딩스 , 진양화학, 대림B&amp;Co, SUN&amp;L 순이었다.... ",2023-08-23 12:34:00
013650,데코,"인테리어 상장기업 브랜드평판 8월 빅데이터 분석결과...1위 한샘, 2위 KCC, ...",http://www.wsobi.com/news/articleView.html?idxno=211755,"한솔홈<b>데코</b>, 플래스크, 국보디자인 , 이건산업, 이건홀딩스 , 진양화학, 대림B&amp;Co, SUN&amp;L 순이었다. ​ 인테리어 상장기업 브랜드평판 1위를 기록한 한샘 브랜드는 참여지수 602,266 미디어지수 601,910 소통지수... ",2023-08-23 12:20:00
013650,데코,"이마트 광산점, 3개월만에 리뉴얼 오픈한다",http://www.mdilbo.com/detail/DDAuq0/701360,"이마트 생활 전문관 at HOME은 인테리어, Bed&amp;Bath, 키친 등 해외소싱 생활용품 뿐 아니라 JAJU, <b>데코</b>라인, 까사미아, 로렌<b>데코</b>, H메종 등 생활브랜드 샵이 집적화된 공간이다. 몰리스는 이마트 내 기존 반려동물코너를... ",2023-08-23 12:00:00
013650,데코,"“명품, 이젠 먹으러 가요” 식음료로 프리미엄 가치 전하는 패션·뷰티업계",https://n.news.naver.com/mnews/article/382/0001070663?sid=101,"녹색의 강렬한 인테리어, 청록색의 벨벳 방케트 의자, 구찌 <b>데코</b> 컬렉션에서 선보였던 라두라 벽지가 인상적인 곳으로, 구찌의 맥시멀리즘과 독창성, 관능미가 그대로 느껴지는 공간이다. 서울 한남동 매장은 이탈리아... ",2023-08-23 10:53:00
013650,데코,"[브랜드평판] 인테리어 상장기업 2023년 8월 빅데이터...1위 한샘, 2위 KCC, ...",https://www.cbci.co.kr/news/articleView.html?idxno=445919,"한솔홈<b>데코</b>, 플래스크, 국보디자인 , 이건산업, 이건홀딩스 , 진양화학, 대림B&amp;Co, SUN&amp;L 순이었다. 인테리어 상장기업 브랜드평판 1위를 기록한 한샘 브랜드는 참여지수 602,266 미디어지수 601,910 소통지수 796... ",2023-08-23 10:34:00
013650,데코,"한샘, 인테리어 상장기업 브랜드평판 8월 빅데이터 분석 톱…&quot;평판지수도↑&quot;",http://www.thebigdata.co.kr/view.php?ud=20230823081840701207d270612f_23,"한솔홈<b>데코</b>, 플래스크, 국보디자인 , 이건산업, 이건홀딩스 , 진양화학, 대림B&amp;Co, SUN&amp;L 순이었다. ​ 인테리어 상장기업 브랜드평판 1위를 기록한 한샘 브랜드는 참여지수 60만2,266 미디어지수 60만1,910 소통지수... ",2023-08-23 09:12:00
013650,데코,인테리어·건축박람회 &apos;2023 대구경향하우징페어’ 내달 21일 개최,http://www.beyondpost.co.kr/view.php?ud=2023082209423976526cf2d78c68_30,"리빙, 홈<b>데코</b> 브랜드와 제품을 소개하는 &lt;리빙앤라이프스타일 특별관&gt;도 함께 열린다. 인테리어 가구를 비롯하여 테이블웨어, <b>데코</b>레이션 용품 등 홈 인테리어 관련 다양한 제품을 선보일 예정이다. 대구, 경북 최대... ",2023-08-23 09:02:00
013650,데코,"이건창호, 여름 극한기후에 알루미늄 시스템 창호 &apos;상한가&apos;",http://www.imwood.co.kr/news/articleView.html?idxno=30533,"프리미엄 PVC 시스템 창호 라인인 &apos;에보시리즈(EVO Series)&apos;는 독일 콘티넨탈(Continental)사의 <b>데코</b>시트를 적용, 외부로부터 유입되는 복사열을 반사하고 열에 의한 프레임의 손상도를 최소화했다. 여름철 외부의 뜨거운... ",2023-08-23 09:02:00
